text,date,time,group,neg,neu,pos,compound,sentiment_cat
,2018-06-08 22:10:23+00:00,2018-06-08 22:10:23+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-25 17:36:39+00:00,2018-06-25 17:36:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-12 18:18:43+00:00,2018-07-12 18:18:43+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-12 18:23:24+00:00,2018-07-12 18:23:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-12 20:17:13+00:00,2018-07-12 20:17:13+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 13:24:57+00:00,2018-07-13 13:24:57+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 13:38:45+00:00,2018-07-13 13:38:45+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 15:17:31+00:00,2018-07-13 15:17:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-18 12:33:38+00:00,2018-07-18 12:33:38+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-19 02:32:13+00:00,2018-07-19 02:32:13+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-19 10:55:00+00:00,2018-07-19 10:55:00+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-19 14:12:08+00:00,2018-07-19 14:12:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-20 11:50:01+00:00,2018-07-20 11:50:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-20 12:04:13+00:00,2018-07-20 12:04:13+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-24 11:39:14+00:00,2018-07-24 11:39:14+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-24 12:53:26+00:00,2018-07-24 12:53:26+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-27 11:18:23+00:00,2018-07-27 11:18:23+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-28 05:08:30+00:00,2018-07-28 05:08:30+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-11-25 13:35:42+00:00,2018-11-25 13:35:42+00:00,before,0.0,0.0,0.0,0.0,neutral
"LGTM and AvalonStudio still works, what was the issue this fixed?",2019-03-23 02:23:08+00:00,2019-03-23 02:23:08+00:00,before,0.0,1.0,0.0,0.0,neutral
,2019-08-10 08:05:31+00:00,2019-08-10 08:05:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-08-10 10:51:12+00:00,2019-08-10 10:51:12+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-08-10 18:23:35+00:00,2019-08-10 18:23:35+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-09-09 22:11:02+00:00,2019-09-09 22:11:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-09-18 17:03:51+00:00,2019-09-18 17:03:51+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-09-30 20:05:13+00:00,2019-09-30 20:05:13+00:00,before,0.0,0.0,0.0,0.0,neutral
Avalonia.Desktop needs to be updated too.,2019-10-01 16:24:37+00:00,2019-10-01 16:24:37+00:00,before,0.0,1.0,0.0,0.0,neutral
,2019-10-17 04:38:24+00:00,2019-10-17 04:38:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-10-17 22:33:50+00:00,2019-10-17 22:33:50+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-10-18 12:31:32+00:00,2019-10-18 12:31:32+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-10-19 09:04:55+00:00,2019-10-19 09:04:55+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-11-08 16:35:34+00:00,2019-11-08 16:35:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-11-08 17:32:48+00:00,2019-11-08 17:32:48+00:00,before,0.0,0.0,0.0,0.0,neutral
"I'll change just a couple of minor things to clean up a bit, as for the code looks ok for me.",2019-11-18 21:11:45+00:00,2019-11-18 21:11:45+00:00,before,0.0,0.795,0.205,0.5994,positive
,2019-11-30 20:43:39+00:00,2019-11-30 20:43:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-12-03 15:27:30+00:00,2019-12-03 15:27:30+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-12-04 12:42:11+00:00,2019-12-04 12:42:11+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-12-12 15:56:50+00:00,2019-12-12 15:56:50+00:00,before,0.0,0.0,0.0,0.0,neutral
,2019-12-13 14:37:54+00:00,2019-12-13 14:37:54+00:00,before,0.0,0.0,0.0,0.0,neutral
nice,2019-12-16 09:51:20+00:00,2019-12-16 09:51:20+00:00,before,0.0,0.0,1.0,0.4215,positive
,2020-01-20 17:40:08+00:00,2020-01-20 17:40:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-02-08 11:34:39+00:00,2020-02-08 11:34:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-03-11 20:32:13+00:00,2020-03-11 20:32:13+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-03-16 19:16:53+00:00,2020-03-16 19:16:53+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-04-08 15:27:08+00:00,2020-04-08 15:27:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-04-17 16:41:07+00:00,2020-04-17 16:41:07+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-19 20:54:05+00:00,2020-08-19 20:54:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-19 20:57:59+00:00,2020-08-19 20:57:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-19 21:03:33+00:00,2020-08-19 21:03:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 05:03:14+00:00,2020-08-25 05:03:14+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 16:44:15+00:00,2020-08-25 16:44:15+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 16:56:50+00:00,2020-08-25 16:56:50+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 16:57:08+00:00,2020-08-25 16:57:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 17:01:02+00:00,2020-08-25 17:01:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 17:04:27+00:00,2020-08-25 17:04:27+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 17:10:32+00:00,2020-08-25 17:10:32+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 17:10:50+00:00,2020-08-25 17:10:50+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 17:48:44+00:00,2020-08-25 17:48:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:29+00:00,2020-08-25 18:01:29+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:34+00:00,2020-08-25 18:01:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:38+00:00,2020-08-25 18:01:38+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:44+00:00,2020-08-25 18:01:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:48+00:00,2020-08-25 18:01:48+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:01:52+00:00,2020-08-25 18:01:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-25 18:45:10+00:00,2020-08-25 18:45:10+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-26 11:31:44+00:00,2020-08-26 11:31:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-26 15:23:29+00:00,2020-08-26 15:23:29+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-08-31 13:42:44+00:00,2020-08-31 13:42:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-09-01 08:50:03+00:00,2020-09-01 08:50:03+00:00,before,0.0,0.0,0.0,0.0,neutral
,2020-09-01 08:52:54+00:00,2020-09-01 08:52:54+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-04-09 07:20:31+00:00,2021-04-09 07:20:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-04-12 18:53:33+00:00,2021-04-12 18:53:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-06-06 18:47:10+00:00,2021-06-06 18:47:10+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-19 04:09:16+00:00,2021-07-19 04:09:16+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-19 23:28:15+00:00,2021-07-19 23:28:15+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-22 01:25:30+00:00,2021-07-22 01:25:30+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-25 09:56:10+00:00,2021-07-25 09:56:10+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-27 07:22:33+00:00,2021-07-27 07:22:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-07-27 23:21:49+00:00,2021-07-27 23:21:49+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-08-06 00:37:06+00:00,2021-08-06 00:37:06+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-08-18 02:11:34+00:00,2021-08-18 02:11:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-08-23 13:06:27+00:00,2021-08-23 13:06:27+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-08-23 15:19:47+00:00,2021-08-23 15:19:47+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-08-24 01:52:04+00:00,2021-08-24 01:52:04+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-13 05:04:56+00:00,2021-09-13 05:04:56+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-15 06:24:53+00:00,2021-09-15 06:24:53+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-15 06:26:19+00:00,2021-09-15 06:26:19+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-15 06:32:17+00:00,2021-09-15 06:32:17+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-21 00:27:41+00:00,2021-09-21 00:27:41+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-09-21 00:28:56+00:00,2021-09-21 00:28:56+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-04 23:06:05+00:00,2021-10-04 23:06:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-11 10:08:06+00:00,2021-10-11 10:08:06+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-11 10:13:41+00:00,2021-10-11 10:13:41+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-15 12:09:25+00:00,2021-10-15 12:09:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-18 10:17:52+00:00,2021-10-18 10:17:52+00:00,before,0.0,0.0,0.0,0.0,neutral
Nice one!,2021-10-19 22:53:02+00:00,2021-10-19 22:53:02+00:00,before,0.0,0.244,0.756,0.4753,positive
,2021-10-19 23:27:56+00:00,2021-10-19 23:27:56+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-20 00:33:22+00:00,2021-10-20 00:33:22+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-20 09:33:33+00:00,2021-10-20 09:33:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-22 12:58:58+00:00,2021-10-22 12:58:58+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-23 08:20:36+00:00,2021-10-23 08:20:36+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-25 03:22:09+00:00,2021-10-25 03:22:09+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-26 05:23:52+00:00,2021-10-26 05:23:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-26 05:23:59+00:00,2021-10-26 05:23:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-26 05:44:02+00:00,2021-10-26 05:44:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-26 06:02:26+00:00,2021-10-26 06:02:26+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-10-26 06:47:04+00:00,2021-10-26 06:47:04+00:00,before,0.0,0.0,0.0,0.0,neutral
Looks good to me,2021-10-26 10:01:19+00:00,2021-10-26 10:01:19+00:00,before,0.0,0.508,0.492,0.4404,positive
,2021-10-29 01:25:23+00:00,2021-10-29 01:25:23+00:00,before,0.0,0.0,0.0,0.0,neutral
excellent,2021-11-05 02:39:10+00:00,2021-11-05 02:39:10+00:00,before,0.0,0.0,1.0,0.5719,positive
,2021-11-09 00:01:19+00:00,2021-11-09 00:01:19+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-18 12:49:35+00:00,2021-11-18 12:49:35+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-18 21:48:02+00:00,2021-11-18 21:48:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-19 15:33:11+00:00,2021-11-19 15:33:11+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-23 01:08:48+00:00,2021-11-23 01:08:48+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-23 07:44:01+00:00,2021-11-23 07:44:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-25 10:14:19+00:00,2021-11-25 10:14:19+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-11-25 22:23:04+00:00,2021-11-25 22:23:04+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-03 10:40:25+00:00,2021-12-03 10:40:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 21:09:59+00:00,2021-12-14 21:09:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 21:10:42+00:00,2021-12-14 21:10:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 21:29:02+00:00,2021-12-14 21:29:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 21:29:34+00:00,2021-12-14 21:29:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 23:46:25+00:00,2021-12-14 23:46:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-14 23:47:34+00:00,2021-12-14 23:47:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:00:33+00:00,2021-12-15 00:00:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:06:01+00:00,2021-12-15 00:06:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:07:17+00:00,2021-12-15 00:07:17+00:00,before,0.0,0.0,0.0,0.0,neutral
"the expression simplification (!(d <= WHOLE_NUMBER / factor)) changes behaviour

The rest of the changes look OK but I don't think there is value in going after Sonar minor warnings",2021-12-15 00:07:38+00:00,2021-12-15 00:07:38+00:00,before,0.08,0.768,0.152,0.3733,positive
,2021-12-15 00:08:01+00:00,2021-12-15 00:08:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:08:47+00:00,2021-12-15 00:08:47+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:13:59+00:00,2021-12-15 00:13:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:15:33+00:00,2021-12-15 00:15:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:16:46+00:00,2021-12-15 00:16:46+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 00:43:32+00:00,2021-12-15 00:43:32+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 08:06:39+00:00,2021-12-15 08:06:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 08:07:24+00:00,2021-12-15 08:07:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 08:50:21+00:00,2021-12-15 08:50:21+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 08:50:40+00:00,2021-12-15 08:50:40+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 08:51:05+00:00,2021-12-15 08:51:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 09:18:06+00:00,2021-12-15 09:18:06+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 11:52:51+00:00,2021-12-15 11:52:51+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 22:47:57+00:00,2021-12-15 22:47:57+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 22:52:16+00:00,2021-12-15 22:52:16+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 22:54:27+00:00,2021-12-15 22:54:27+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 22:57:29+00:00,2021-12-15 22:57:29+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-15 23:00:00+00:00,2021-12-15 23:00:00+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 07:51:22+00:00,2021-12-16 07:51:22+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 07:52:19+00:00,2021-12-16 07:52:19+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 08:12:02+00:00,2021-12-16 08:12:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 08:50:53+00:00,2021-12-16 08:50:53+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 13:43:26+00:00,2021-12-16 13:43:26+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 13:46:01+00:00,2021-12-16 13:46:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 13:58:13+00:00,2021-12-16 13:58:13+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:00:05+00:00,2021-12-16 14:00:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:01:30+00:00,2021-12-16 14:01:30+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:02:25+00:00,2021-12-16 14:02:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:03:42+00:00,2021-12-16 14:03:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:04:43+00:00,2021-12-16 14:04:43+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:05:58+00:00,2021-12-16 14:05:58+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:06:46+00:00,2021-12-16 14:06:46+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:08:09+00:00,2021-12-16 14:08:09+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:08:26+00:00,2021-12-16 14:08:26+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:10:44+00:00,2021-12-16 14:10:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:11:05+00:00,2021-12-16 14:11:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:12:37+00:00,2021-12-16 14:12:37+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:13:31+00:00,2021-12-16 14:13:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:14:05+00:00,2021-12-16 14:14:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:19:27+00:00,2021-12-16 14:19:27+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 14:21:30+00:00,2021-12-16 14:21:30+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 15:30:12+00:00,2021-12-16 15:30:12+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 15:31:08+00:00,2021-12-16 15:31:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 15:33:40+00:00,2021-12-16 15:33:40+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 15:35:52+00:00,2021-12-16 15:35:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 21:42:58+00:00,2021-12-16 21:42:58+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 21:43:47+00:00,2021-12-16 21:43:47+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 21:45:09+00:00,2021-12-16 21:45:09+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 21:46:02+00:00,2021-12-16 21:46:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 22:38:17+00:00,2021-12-16 22:38:17+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 22:42:33+00:00,2021-12-16 22:42:33+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 22:43:42+00:00,2021-12-16 22:43:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 22:52:42+00:00,2021-12-16 22:52:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 22:56:08+00:00,2021-12-16 22:56:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 23:13:49+00:00,2021-12-16 23:13:49+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 23:16:47+00:00,2021-12-16 23:16:47+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 23:23:37+00:00,2021-12-16 23:23:37+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-16 23:27:44+00:00,2021-12-16 23:27:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-17 07:39:53+00:00,2021-12-17 07:39:53+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-17 07:40:42+00:00,2021-12-17 07:40:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-17 08:19:05+00:00,2021-12-17 08:19:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-19 02:45:28+00:00,2021-12-19 02:45:28+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 09:20:52+00:00,2021-12-20 09:20:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 09:21:51+00:00,2021-12-20 09:21:51+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 09:22:14+00:00,2021-12-20 09:22:14+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 10:08:49+00:00,2021-12-20 10:08:49+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 11:00:15+00:00,2021-12-20 11:00:15+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-20 11:02:16+00:00,2021-12-20 11:02:16+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 15:48:59+00:00,2021-12-21 15:48:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 15:54:57+00:00,2021-12-21 15:54:57+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 16:17:11+00:00,2021-12-21 16:17:11+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 16:17:31+00:00,2021-12-21 16:17:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 16:17:59+00:00,2021-12-21 16:17:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 16:18:15+00:00,2021-12-21 16:18:15+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 20:23:03+00:00,2021-12-21 20:23:03+00:00,before,0.0,0.0,0.0,0.0,neutral
Begrudgingly approving ;),2021-12-21 20:23:48+00:00,2021-12-21 20:23:48+00:00,before,0.0,0.513,0.487,0.2263,positive
,2021-12-21 20:24:36+00:00,2021-12-21 20:24:36+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 20:24:54+00:00,2021-12-21 20:24:54+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-21 20:25:20+00:00,2021-12-21 20:25:20+00:00,before,0.0,0.0,0.0,0.0,neutral
,2021-12-22 07:49:54+00:00,2021-12-22 07:49:54+00:00,before,0.0,0.0,0.0,0.0,neutral
